"indicateur","subdivision","sexe","Unit","Date","Value"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Total","Pourcentage","2016","34.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Total","Pourcentage","2017","34.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Total","Pourcentage","2018","51.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Total","Pourcentage","2019","52.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Masculin","Pourcentage","2014","35"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Masculin","Pourcentage","2015","27.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Masculin","Pourcentage","2016","35.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Masculin","Pourcentage","2017","35.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Masculin","Pourcentage","2018","51.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Masculin","Pourcentage","2019","49.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Fémin","Pourcentage","2014","29.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Fémin","Pourcentage","2015","19.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Fémin","Pourcentage","2016","28.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Fémin","Pourcentage","2017","30.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Fémin","Pourcentage","2018","52.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","VO","Fémin","Pourcentage","2019","64"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Total","Pourcentage","2014","31.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Total","Pourcentage","2015","14.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Total","Pourcentage","2016","28.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Total","Pourcentage","2017","35"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Total","Pourcentage","2018","48.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Total","Pourcentage","2019","45.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Masculin","Pourcentage","2014","32.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Masculin","Pourcentage","2015","14.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Masculin","Pourcentage","2016","29.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Masculin","Pourcentage","2017","37"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Masculin","Pourcentage","2018","49.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Masculin","Pourcentage","2019","46.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Fémin","Pourcentage","2014","23.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Fémin","Pourcentage","2015","16.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Fémin","Pourcentage","2016","21.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Fémin","Pourcentage","2017","25.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Fémin","Pourcentage","2018","43.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","YOTO","Fémin","Pourcentage","2019","40"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Total","Pourcentage","2014","42.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Total","Pourcentage","2015","33.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Total","Pourcentage","2016","43.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Total","Pourcentage","2017","43"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Total","Pourcentage","2018","60.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Total","Pourcentage","2019","56.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Masculin","Pourcentage","2014","43.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Masculin","Pourcentage","2015","34.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Masculin","Pourcentage","2016","42.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Masculin","Pourcentage","2017","45.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Masculin","Pourcentage","2018","60.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Masculin","Pourcentage","2019","55.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Fémin","Pourcentage","2014","36.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Fémin","Pourcentage","2015","30.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Fémin","Pourcentage","2016","45"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Fémin","Pourcentage","2017","37.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Fémin","Pourcentage","2018","61.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ZIO","Fémin","Pourcentage","2019","58.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Total","Pourcentage","2014","30.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Total","Pourcentage","2015","30.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Total","Pourcentage","2016","35"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Total","Pourcentage","2017","34"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Total","Pourcentage","2018","45.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Total","Pourcentage","2019","41.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Masculin","Pourcentage","2014","31.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Masculin","Pourcentage","2015","30.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Masculin","Pourcentage","2016","35.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Masculin","Pourcentage","2017","34.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Masculin","Pourcentage","2018","46.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Masculin","Pourcentage","2019","42.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Fémin","Pourcentage","2014","28.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Fémin","Pourcentage","2015","27.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Fémin","Pourcentage","2016","32.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Fémin","Pourcentage","2017","31.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Fémin","Pourcentage","2018","41.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Plateaux","Fémin","Pourcentage","2019","40.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Total","Pourcentage","2014","39.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Total","Pourcentage","2015","23.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Total","Pourcentage","2016","28.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Total","Pourcentage","2017","32.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Total","Pourcentage","2018","39.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Total","Pourcentage","2019","48.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Masculin","Pourcentage","2014","39.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Masculin","Pourcentage","2015","23.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Masculin","Pourcentage","2016","28.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Masculin","Pourcentage","2017","31.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Masculin","Pourcentage","2018","39.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Masculin","Pourcentage","2019","54.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Fémin","Pourcentage","2014","38.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Fémin","Pourcentage","2015","25"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Fémin","Pourcentage","2016","28.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Fémin","Pourcentage","2017","33.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Fémin","Pourcentage","2018","39.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AGOU","Fémin","Pourcentage","2019","27.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Total","Pourcentage","2014","18.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Total","Pourcentage","2015","23.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Total","Pourcentage","2016","25"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Total","Pourcentage","2017","21.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Total","Pourcentage","2018","23.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Total","Pourcentage","2019","57.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Masculin","Pourcentage","2014","19.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Masculin","Pourcentage","2015","22.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Masculin","Pourcentage","2016","31.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Masculin","Pourcentage","2017","24.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Masculin","Pourcentage","2018","21.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Masculin","Pourcentage","2019","66.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Fémin","Pourcentage","2014","0"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Fémin","Pourcentage","2015","33.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Fémin","Pourcentage","2016","0"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Fémin","Pourcentage","2017","11.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Fémin","Pourcentage","2018","28.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AKEBOU","Fémin","Pourcentage","2019","0"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Total","Pourcentage","2014","27.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Total","Pourcentage","2015","35.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Total","Pourcentage","2016","35.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Total","Pourcentage","2017","39.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Total","Pourcentage","2018","45.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Total","Pourcentage","2019","43"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Masculin","Pourcentage","2014","26.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Masculin","Pourcentage","2015","36.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Masculin","Pourcentage","2016","35.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Masculin","Pourcentage","2017","40.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Masculin","Pourcentage","2018","47"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Masculin","Pourcentage","2019","46.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Fémin","Pourcentage","2014","33.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Fémin","Pourcentage","2015","32.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Fémin","Pourcentage","2016","30.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Fémin","Pourcentage","2017","32.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Fémin","Pourcentage","2018","36.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","AMOU","Fémin","Pourcentage","2019","30.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ANIE","Total","Pourcentage","2014","30.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ANIE","Total","Pourcentage","2015","25"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ANIE","Total","Pourcentage","2016","34.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ANIE","Total","Pourcentage","2017","36"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ANIE","Total","Pourcentage","2018","27.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ANIE","Total","Pourcentage","2019","37.7"
