indicator_id,indicator_label_en
43177,"Inbound internationally mobile students from Oceania: Students from Papua New Guinea, male (number)"
43178,"Inbound internationally mobile students from Oceania: Students from Samoa, male (number)"
43179,"Inbound internationally mobile students from Oceania: Students from the Solomon Islands, male (number)"
43180,"Inbound internationally mobile students from Oceania: Students from Tokelau, male (number)"
43181,"Inbound internationally mobile students from Oceania: Students from Tonga, male (number)"
43182,"Inbound internationally mobile students from Oceania: Students from Tuvalu, male (number)"
43183,"Inbound internationally mobile students from Oceania: Students from Vanuatu, male (number)"
43184,"Inbound internationally mobile students from Oceania: Students from unknown countries, male (number)"
43185,"Inbound internationally mobile students from Oceania, male (number)"
43186,"Inbound internationally mobile students from unknown continents, male (number)"
43188,"Total inbound internationally mobile students, male (number)"
43189,"Inbound internationally mobile students from Africa: Students from Algeria, female (number)"
43190,"Inbound internationally mobile students from Africa: Students from Angola, female (number)"
43191,"Inbound internationally mobile students from Africa: Students from Benin, female (number)"
43192,"Inbound internationally mobile students from Africa: Students from Botswana, female (number)"
43193,"Inbound internationally mobile students from Africa: Students from Burkina Faso, female (number)"
43194,"Inbound internationally mobile students from Africa: Students from Burundi, female (number)"
43195,"Inbound internationally mobile students from Africa: Students from Cape Verde, female (number)"
43196,"Inbound internationally mobile students from Africa: Students from Cameroon, female (number)"
43197,"Inbound internationally mobile students from Africa: Students from the Central African Republic, female (number)"
43198,"Inbound internationally mobile students from Africa: Students from Chad, female (number)"
43199,"Inbound internationally mobile students from Africa: Students from Comoros, female (number)"
43200,"Inbound internationally mobile students from Africa: Students from the Congo, female (number)"
43201,"Inbound internationally mobile students from Africa: Students from C̫te d'Ivoire, female (number)"
43202,"Inbound internationally mobile students from Africa: Students from the Democratic Republic of the Congo, female (number)"
43203,"Inbound internationally mobile students from Africa: Students from Djibouti, female (number)"
43204,"Inbound internationally mobile students from Africa: Students from Egypt, female (number)"
43205,"Inbound internationally mobile students from Africa: Students from Equatorial Guinea, female (number)"
43206,"Inbound internationally mobile students from Africa: Students from Eritrea, female (number)"
43207,"Inbound internationally mobile students from Africa: Students from Ethiopia, female (number)"
43208,"Inbound internationally mobile students from Africa: Students from Gabon, female (number)"
43209,"Inbound internationally mobile students from Africa: Students from the Gambia, female (number)"
43210,"Inbound internationally mobile students from Africa: Students from Ghana, female (number)"
43211,"Inbound internationally mobile students from Africa: Students from Guinea, female (number)"
43212,"Inbound internationally mobile students from Africa: Students from Guinea-Bissau, female (number)"
43213,"Inbound internationally mobile students from Africa: Students from Kenya, female (number)"
43214,"Inbound internationally mobile students from Africa: Students from Lesotho, female (number)"
43215,"Inbound internationally mobile students from Africa: Students from Liberia, female (number)"
43216,"Inbound internationally mobile students from Africa: Students from Libya, female (number)"
43217,"Inbound internationally mobile students from Africa: Students from Madagascar, female (number)"
43218,"Inbound internationally mobile students from Africa: Students from Malawi, female (number)"
43219,"Inbound internationally mobile students from Africa: Students from Mali, female (number)"
43220,"Inbound internationally mobile students from Africa: Students from Mauritania, female (number)"
43221,"Inbound internationally mobile students from Africa: Students from Mauritius, female (number)"
43222,"Inbound internationally mobile students from Africa: Students from Morocco, female (number)"
43223,"Inbound internationally mobile students from Africa: Students from Mozambique, female (number)"
43224,"Inbound internationally mobile students from Africa: Students from Namibia, female (number)"
43225,"Inbound internationally mobile students from Africa: Students from Niger, female (number)"
43226,"Inbound internationally mobile students from Africa: Students from Nigeria, female (number)"
43227,"Inbound internationally mobile students from Africa: Students from Rwanda, female (number)"
43228,"Inbound internationally mobile students from Africa: Students from Sao Tome and Principe, female (number)"
43229,"Inbound internationally mobile students from Africa: Students from Senegal, female (number)"
43230,"Inbound internationally mobile students from Africa: Students from Seychelles, female (number)"
43231,"Inbound internationally mobile students from Africa: Students from Sierra Leone, female (number)"
43232,"Inbound internationally mobile students from Africa: Students from Somalia, female (number)"
43233,"Inbound internationally mobile students from Africa: Students from South Africa, female (number)"
43234,"Inbound internationally mobile students from Africa: Students from South Sudan, female (number)"
43235,"Inbound internationally mobile students from Africa: Students from Sudan, female (number)"
43236,"Inbound internationally mobile students from Africa: Students from Eswatini, female (number)"
43237,"Inbound internationally mobile students from Africa: Students from Togo, female (number)"
43238,"Inbound internationally mobile students from Africa: Students from Tunisia, female (number)"
43239,"Inbound internationally mobile students from Africa: Students from Uganda, female (number)"
43240,"Inbound internationally mobile students from Africa: Students from the United Republic of Tanzania, female (number)"
43241,"Inbound internationally mobile students from Africa: Students from Zambia, female (number)"
43242,"Inbound internationally mobile students from Africa: Students from Zimbabwe, female (number)"
43243,"Inbound internationally mobile students from Africa: Students from unknown countries, female (number)"
43244,"Inbound internationally mobile students from Africa, female (number)"
43245,"Inbound internationally mobile students from North America: Students from Bermuda, female (number)"
43246,"Inbound internationally mobile students from North America: Students from Canada, female (number)"
43247,"Inbound internationally mobile students from North America: Students from the United States, female (number)"
43248,"Inbound internationally mobile students from North America: Students from unknown countries, female (number)"
43249,"Inbound internationally mobile students from North America, female (number)"
43250,"Inbound internationally mobile students from Caribbean and Central America: Students from Anguilla, female (number)"
43251,"Inbound internationally mobile students from Caribbean and Central America: Students from Antigua and Barbuda, female (number)"
43252,"Inbound internationally mobile students from South America: Students from Argentina, female (number)"
43253,"Inbound internationally mobile students from Caribbean and Central America: Students from Aruba, female (number)"
43254,"Inbound internationally mobile students from Caribbean and Central America: Students from Bahamas, female (number)"
43255,"Inbound internationally mobile students from Caribbean and Central America: Students from Barbados, female (number)"
43256,"Inbound internationally mobile students from Caribbean and Central America: Students from Belize, female (number)"
43257,"Inbound internationally mobile students from South America: Students from the Plurinational State of Bolivia, female (number)"
43258,"Inbound internationally mobile students from South America: Students from Brazil, female (number)"
43259,"Inbound internationally mobile students from Caribbean and Central America: Students from the British Virgin Islands, female (number)"
43260,"Inbound internationally mobile students from Caribbean and Central America: Students from the Cayman Islands, female (number)"
43261,"Inbound internationally mobile students from South America: Students from Chile, female (number)"
43262,"Inbound internationally mobile students from South America: Students from Colombia, female (number)"
43263,"Inbound internationally mobile students from Caribbean and Central America: Students from Costa Rica, female (number)"
43264,"Inbound internationally mobile students from Caribbean and Central America: Students from Cuba, female (number)"
43266,"Inbound internationally mobile students from Caribbean and Central America: Students from Dominica, female (number)"
43267,"Inbound internationally mobile students from Caribbean and Central America: Students from Dominican Republic, female (number)"
43268,"Inbound internationally mobile students from South America: Students from Ecuador, female (number)"
43269,"Inbound internationally mobile students from Caribbean and Central America: Students from El Salvador, female (number)"
43270,"Inbound internationally mobile students from Caribbean and Central America: Students from Grenada, female (number)"
43271,"Inbound internationally mobile students from Caribbean and Central America: Students from Guatemala, female (number)"
43272,"Inbound internationally mobile students from South America: Students from Guyana, female (number)"
43273,"Inbound internationally mobile students from Caribbean and Central America: Students from Haiti, female (number)"
43274,"Inbound internationally mobile students from Caribbean and Central America: Students from Honduras, female (number)"
43275,"Inbound internationally mobile students from Caribbean and Central America: Students from Jamaica, female (number)"
43276,"Inbound internationally mobile students from Caribbean and Central America: Students from Mexico, female (number)"
43277,"Inbound internationally mobile students from Caribbean and Central America: Students from Montserrat, female (number)"
43278,"Inbound internationally mobile students from Caribbean and Central America: Students from Nicaragua, female (number)"
43279,"Inbound internationally mobile students from Caribbean and Central America: Students from Panama, female (number)"
43280,"Inbound internationally mobile students from South America: Students from Paraguay, female (number)"
43281,"Inbound internationally mobile students from South America: Students from Peru, female (number)"
43283,"Inbound internationally mobile students from Caribbean and Central America: Students from Saint Kitts and Nevis, female (number)"
43284,"Inbound internationally mobile students from Caribbean and Central America: Students from Saint Lucia, female (number)"
43285,"Inbound internationally mobile students from Caribbean and Central America: Students from Saint Vincent and the Grenadines, female (number)"
43287,"Inbound internationally mobile students from South America: Students from Suriname, female (number)"
43288,"Inbound internationally mobile students from Caribbean and Central America: Students from Trinidad and Tobago, female (number)"
43289,"Inbound internationally mobile students from Caribbean and Central America: Students from the Turks and Caicos Islands, female (number)"
43290,"Inbound internationally mobile students from South America: Students from Uruguay, female (number)"
43291,"Inbound internationally mobile students from South America: Students from the Bolivarian Republic of Venezuela, female (number)"
43293,"Inbound internationally mobile students from Latin America and the Caribbean, female (number)"
43294,"Inbound internationally mobile students from Asia: Students from Afghanistan, female (number)"
43295,"Inbound internationally mobile students from Asia: Students from Armenia, female (number)"
43296,"Inbound internationally mobile students from Asia: Students from Azerbaijan, female (number)"
43297,"Inbound internationally mobile students from Asia: Students from Bahrain, female (number)"
43298,"Inbound internationally mobile students from Asia: Students from Bangladesh, female (number)"
43299,"Inbound internationally mobile students from Asia: Students from Bhutan, female (number)"
43300,"Inbound internationally mobile students from Asia: Students from Brunei Darussalam, female (number)"
43301,"Inbound internationally mobile students from Asia: Students from Cambodia, female (number)"
43302,"Inbound internationally mobile students from Asia: Students from China, female (number)"
43303,"Inbound internationally mobile students from Asia: Students from Hong Kong, Special Administrative Region of China, female (number)"
43304,"Inbound internationally mobile students from Asia: Students from Macao, Special Administrative Region of China, female (number)"
43305,"Inbound internationally mobile students from Asia: Students from Cyprus, female (number)"
43306,"Inbound internationally mobile students from Asia: Students from the Democratic People's Republic of Korea, female (number)"
43307,"Inbound internationally mobile students from Asia: Students from Georgia, female (number)"
43308,"Inbound internationally mobile students from Asia: Students from India, female (number)"
43309,"Inbound internationally mobile students from Asia: Students from Indonesia, female (number)"
43310,"Inbound internationally mobile students from Asia: Students from the Islamic Republic of Iran, female (number)"
43311,"Inbound internationally mobile students from Asia: Students from Iraq, female (number)"
43312,"Inbound internationally mobile students from Asia: Students from Israel, female (number)"
43313,"Inbound internationally mobile students from Asia: Students from Japan, female (number)"
43314,"Inbound internationally mobile students from Asia: Students from Jordan, female (number)"
43315,"Inbound internationally mobile students from Asia: Students from Kazakhstan, female (number)"
43316,"Inbound internationally mobile students from Asia: Students from Kuwait, female (number)"
43317,"Inbound internationally mobile students from Asia: Students from Kyrgyzstan, female (number)"
43318,"Inbound internationally mobile students from Asia: Students from Lao People's Democratic Republic, female (number)"
43319,"Inbound internationally mobile students from Asia: Students from Lebanon, female (number)"
43320,"Inbound internationally mobile students from Asia: Students from Malaysia, female (number)"
43321,"Inbound internationally mobile students from Asia: Students from Maldives, female (number)"
43322,"Inbound internationally mobile students from Asia: Students from Mongolia, female (number)"
43323,"Inbound internationally mobile students from Asia: Students from Myanmar, female (number)"
43324,"Inbound internationally mobile students from Asia: Students from Nepal, female (number)"
43325,"Inbound internationally mobile students from Asia: Students from Oman, female (number)"
43326,"Inbound internationally mobile students from Asia: Students from Pakistan, female (number)"
43327,"Inbound internationally mobile students from Asia: Students from Palestine, female (number)"
43328,"Inbound internationally mobile students from Asia: Students from the Philippines, female (number)"
43329,"Inbound internationally mobile students from Asia: Students from Qatar, female (number)"
43330,"Inbound internationally mobile students from Asia: Students from the Republic of Korea, female (number)"
43331,"Inbound internationally mobile students from Asia: Students from Saudi Arabia, female (number)"
43332,"Inbound internationally mobile students from Asia: Students from Singapore, female (number)"
43333,"Inbound internationally mobile students from Asia: Students from Sri Lanka, female (number)"
43334,"Inbound internationally mobile students from Asia: Students from the Syrian Arab Republic, female (number)"
43335,"Inbound internationally mobile students from Asia: Students from Tajikistan, female (number)"
43336,"Inbound internationally mobile students from Asia: Students from Thailand, female (number)"
43337,"Inbound internationally mobile students from Asia: Students from Timor-Leste, female (number)"
43338,"Inbound internationally mobile students from Asia: Students from Turkey, female (number)"
43339,"Inbound internationally mobile students from Asia: Students from Turkmenistan, female (number)"
43340,"Inbound internationally mobile students from Asia: Students from the United Arab Emirates, female (number)"
43341,"Inbound internationally mobile students from Asia: Students from Uzbekistan, female (number)"
43342,"Inbound internationally mobile students from Asia: Students from Viet Nam, female (number)"
43343,"Inbound internationally mobile students from Asia: Students from the Yemen, female (number)"
43344,"Inbound internationally mobile students from Asia: Students from unknown countries, female (number)"
43345,"Inbound internationally mobile students from Asia, female (number)"
43346,"Inbound internationally mobile students from Europe: Students from Albania, female (number)"
43347,"Inbound internationally mobile students from Europe: Students from Andorra, female (number)"
43348,"Inbound internationally mobile students from Europe: Students from Austria, female (number)"
43349,"Inbound internationally mobile students from Europe: Students from Belarus, female (number)"
43350,"Inbound internationally mobile students from Europe: Students from Belgium, female (number)"
43351,"Inbound internationally mobile students from Europe: Students from Bosnia and Herzegovina, female (number)"
43352,"Inbound internationally mobile students from Europe: Students from Bulgaria, female (number)"
43353,"Inbound internationally mobile students from Europe: Students from Croatia, female (number)"
43354,"Inbound internationally mobile students from Europe: Students from the Czechia, female (number)"
43355,"Inbound internationally mobile students from Europe: Students from Denmark, female (number)"
43356,"Inbound internationally mobile students from Europe: Students from Estonia, female (number)"
43357,"Inbound internationally mobile students from Europe: Students from Finland, female (number)"
43358,"Inbound internationally mobile students from Europe: Students from France, female (number)"
43359,"Inbound internationally mobile students from Europe: Students from Germany, female (number)"
43360,"Inbound internationally mobile students from Europe: Students from Gibraltar, female (number)"
43361,"Inbound internationally mobile students from Europe: Students from Greece, female (number)"
43362,"Inbound internationally mobile students from Europe: Students from the Holy See, female (number)"
43363,"Inbound internationally mobile students from Europe: Students from Hungary, female (number)"
43364,"Inbound internationally mobile students from Europe: Students from Iceland, female (number)"
43365,"Inbound internationally mobile students from Europe: Students from Ireland, female (number)"
43366,"Inbound internationally mobile students from Europe: Students from Italy, female (number)"
43367,"Inbound internationally mobile students from Europe: Students from Latvia, female (number)"
43368,"Inbound internationally mobile students from Europe: Students from Liechtenstein, female (number)"
43369,"Inbound internationally mobile students from Europe: Students from Lithuania, female (number)"
43370,"Inbound internationally mobile students from Europe: Students from Luxembourg, female (number)"
43371,"Inbound internationally mobile students from Europe: Students from Malta, female (number)"
43372,"Inbound internationally mobile students from Europe: Students from Monaco, female (number)"
43373,"Inbound internationally mobile students from Europe: Students from Montenegro, female (number)"
43374,"Inbound internationally mobile students from Europe: Students from the Netherlands, female (number)"
43375,"Inbound internationally mobile students from Europe: Students from Norway, female (number)"
43376,"Inbound internationally mobile students from Europe: Students from Poland, female (number)"
43377,"Inbound internationally mobile students from Europe: Students from Portugal, female (number)"
43378,"Inbound internationally mobile students from Europe: Students from the Republic of Moldova, female (number)"
43379,"Inbound internationally mobile students from Europe: Students from Romania, female (number)"
43380,"Inbound internationally mobile students from Europe: Students from the Russian Federation, female (number)"
43381,"Inbound internationally mobile students from Europe: Students from San Marino, female (number)"
43382,"Inbound internationally mobile students from Europe: Students from Serbia, female (number)"
43383,"Inbound internationally mobile students from Europe: Students from Slovakia, female (number)"
43384,"Inbound internationally mobile students from Europe: Students from Slovenia, female (number)"
43385,"Inbound internationally mobile students from Europe: Students from Spain, female (number)"
43386,"Inbound internationally mobile students from Europe: Students from Sweden, female (number)"
43387,"Inbound internationally mobile students from Europe: Students from Switzerland, female (number)"
43388,"Inbound internationally mobile students from Europe: Students from North Macedonia, female (number)"
43389,"Inbound internationally mobile students from Europe: Students from the Ukraine, female (number)"
43390,"Inbound internationally mobile students from Europe: Students from the United Kingdom, female (number)"
43391,"Inbound internationally mobile students from Europe: Students from unknown countries, female (number)"
43392,"Inbound internationally mobile students from Europe, female (number)"
43393,"Inbound internationally mobile students from Oceania: Students from Australia, female (number)"
43394,"Inbound internationally mobile students from Oceania: Students from the Cook Islands, female (number)"
43395,"Inbound internationally mobile students from Oceania: Students from Fiji, female (number)"
43396,"Inbound internationally mobile students from Oceania: Students from Kiribati, female (number)"
43397,"Inbound internationally mobile students from Oceania: Students from the Marshall Islands, female (number)"
43398,"Inbound internationally mobile students from Oceania: Students from the Federated States of Micronesia, female (number)"
43399,"Inbound internationally mobile students from Oceania: Students from Nauru, female (number)"
43400,"Inbound internationally mobile students from Oceania: Students from New Zealand, female (number)"
43401,"Inbound internationally mobile students from Oceania: Students from Niue, female (number)"
43402,"Inbound internationally mobile students from Oceania: Students from Palau, female (number)"
43403,"Inbound internationally mobile students from Oceania: Students from Papua New Guinea, female (number)"
43404,"Inbound internationally mobile students from Oceania: Students from Samoa, female (number)"
43405,"Inbound internationally mobile students from Oceania: Students from the Solomon Islands, female (number)"
43406,"Inbound internationally mobile students from Oceania: Students from Tokelau, female (number)"
43407,"Inbound internationally mobile students from Oceania: Students from Tonga, female (number)"
43408,"Inbound internationally mobile students from Oceania: Students from Tuvalu, female (number)"
43409,"Inbound internationally mobile students from Oceania: Students from Vanuatu, female (number)"
43410,"Inbound internationally mobile students from Oceania: Students from unknown countries, female (number)"
43411,"Inbound internationally mobile students from Oceania, female (number)"
43412,"Inbound internationally mobile students from unknown continents, female (number)"
43418,"Inbound internationally mobile students from Latin America and the Caribbean, both sexes (number)"
43617,"Teachers in tertiary education programmes, male (number)"
43618,"Teachers in tertiary education ISCED 5 programmes, male (number)"
901203,"Inbound internationally mobile students from Africa: Students from South Sudan, both sexes (number)"
901204,"Inbound internationally mobile students from Africa: Students from Sudan, both sexes (number)"
999973,Official entrance age to early childhood education (years)
999974,Theoretical duration of early childhood education (years)
999975,Official entrance age to lower secondary education (years)
999976,Theoretical duration of lower secondary education (years)
999977,Official entrance age to upper secondary education (years)
999978,Theoretical duration of upper secondary education (years)
999987,Official entrance age to post-secondary non-tertiary education (years)
999988,Theoretical duration of post-secondary non-tertiary education (years)
ASTAFF.6T8,"Teachers in tertiary education ISCED 6, 7, and 8 programmes, both sexes (number)"
ASTAFF.6T8.F,"Teachers in tertiary education ISCED 6, 7, and 8 programmes, female (number)"
ASTAFF.6T8.M,"Teachers in tertiary education ISCED 6, 7, and 8 programmes, male (number)"
E.5T8.FOREIGN.ORG100.GPIA,"Inbound internationally mobile students from Europe: Students from Bulgaria, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG102.GPIA,"Inbound internationally mobile students from Europe: Students from Croatia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG104.GPIA,"Inbound internationally mobile students from Asia: Students from Myanmar, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG108.GPIA,"Inbound internationally mobile students from Africa: Students from Burundi, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG12.GPIA,"Inbound internationally mobile students from Africa: Students from Algeria, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG120.GPIA,"Inbound internationally mobile students from Africa: Students from Cameroon, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG124.GPIA,"Inbound internationally mobile students from North America: Students from Canada, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG132.GPIA,"Inbound internationally mobile students from Africa: Students from Cape Verde, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG136.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from the Cayman Islands, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG140.GPIA,"Inbound internationally mobile students from Africa: Students from the Central African Republic, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG148.GPIA,"Inbound internationally mobile students from Africa: Students from Chad, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG152.GPIA,"Inbound internationally mobile students from South America: Students from Chile, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG156.GPIA,"Inbound internationally mobile students from Asia: Students from China, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG170.GPIA,"Inbound internationally mobile students from South America: Students from Colombia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG174.GPIA,"Inbound internationally mobile students from Africa: Students from Comoros, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG178.GPIA,"Inbound internationally mobile students from Africa: Students from the Congo, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG184.GPIA,"Inbound internationally mobile students from Oceania: Students from the Cook Islands, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG188.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Costa Rica, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG192.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Cuba, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG196.GPIA,"Inbound internationally mobile students from Asia: Students from Cyprus, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG20.GPIA,"Inbound internationally mobile students from Europe: Students from Andorra, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG202.GPIA,"Inbound internationally mobile students from Europe: Students from the Czechia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG204.GPIA,"Inbound internationally mobile students from Africa: Students from Benin, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG208.GPIA,"Inbound internationally mobile students from Europe: Students from Denmark, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG21000900.GPIA,"Inbound internationally mobile students from Africa, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG21000913.GPIA,"Inbound internationally mobile students from North America, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG21000915.GPIA,"Inbound internationally mobile students from Latin America and the Caribbean, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG21000930.GPIA,"Inbound internationally mobile students from Asia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG21000940.GPIA,"Inbound internationally mobile students from Europe, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG21000950.GPIA,"Inbound internationally mobile students from Oceania, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG212.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Dominica, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG214.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Dominican Republic, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG218.GPIA,"Inbound internationally mobile students from South America: Students from Ecuador, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG220.GPIA,"Inbound internationally mobile students from Africa: Students from Egypt, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG222.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from El Salvador, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG226.GPIA,"Inbound internationally mobile students from Africa: Students from Equatorial Guinea, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG227.GPIA,"Inbound internationally mobile students from Africa: Students from Eritrea, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG228.GPIA,"Inbound internationally mobile students from Europe: Students from Estonia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG230.GPIA,"Inbound internationally mobile students from Africa: Students from Ethiopia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG24.GPIA,"Inbound internationally mobile students from Africa: Students from Angola, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG242.GPIA,"Inbound internationally mobile students from Oceania: Students from Fiji, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG246.GPIA,"Inbound internationally mobile students from Europe: Students from Finland, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG250.GPIA,"Inbound internationally mobile students from Europe: Students from France, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG26.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Anguilla, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG262.GPIA,"Inbound internationally mobile students from Africa: Students from Djibouti, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG266.GPIA,"Inbound internationally mobile students from Africa: Students from Gabon, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG270.GPIA,"Inbound internationally mobile students from Africa: Students from the Gambia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG272.GPIA,"Inbound internationally mobile students from Asia: Students from Georgia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG276.GPIA,"Inbound internationally mobile students from Europe: Students from Germany, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG28.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Antigua and Barbuda, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG288.GPIA,"Inbound internationally mobile students from Africa: Students from Ghana, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG292.GPIA,"Inbound internationally mobile students from Europe: Students from Gibraltar, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG296.GPIA,"Inbound internationally mobile students from Oceania: Students from Kiribati, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG300.GPIA,"Inbound internationally mobile students from Europe: Students from Greece, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG308.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Grenada, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG32.GPIA,"Inbound internationally mobile students from South America: Students from Argentina, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG320.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Guatemala, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG324.GPIA,"Inbound internationally mobile students from Africa: Students from Guinea, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG328.GPIA,"Inbound internationally mobile students from South America: Students from Guyana, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG332.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Haiti, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG336.GPIA,"Inbound internationally mobile students from Europe: Students from the Holy See, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG34.GPIA,"Inbound internationally mobile students from Asia: Students from Armenia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG340.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Honduras, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG344.GPIA,"Inbound internationally mobile students from Asia: Students from Hong Kong, Special Administrative Region of China, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG348.GPIA,"Inbound internationally mobile students from Europe: Students from Hungary, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG35.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Aruba, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG352.GPIA,"Inbound internationally mobile students from Europe: Students from Iceland, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG356.GPIA,"Inbound internationally mobile students from Asia: Students from India, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG36.GPIA,"Inbound internationally mobile students from Oceania: Students from Australia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG360.GPIA,"Inbound internationally mobile students from Asia: Students from Indonesia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG364.GPIA,"Inbound internationally mobile students from Asia: Students from the Islamic Republic of Iran, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG368.GPIA,"Inbound internationally mobile students from Asia: Students from Iraq, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG372.GPIA,"Inbound internationally mobile students from Europe: Students from Ireland, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG376.GPIA,"Inbound internationally mobile students from Asia: Students from Israel, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG38.GPIA,"Inbound internationally mobile students from Asia: Students from Azerbaijan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG380.GPIA,"Inbound internationally mobile students from Europe: Students from Italy, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG384.GPIA,"Inbound internationally mobile students from Africa: Students from C̫te d'Ivoire, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG388.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Jamaica, adjusted gender parity index (GPIA)"
