indicator_id,indicator_label_en
43009,"Inbound internationally mobile students from Africa: Students from Sudan, male (number)"
43010,"Inbound internationally mobile students from Africa: Students from Eswatini, male (number)"
43011,"Inbound internationally mobile students from Africa: Students from Togo, male (number)"
43012,"Inbound internationally mobile students from Africa: Students from Tunisia, male (number)"
43013,"Inbound internationally mobile students from Africa: Students from Uganda, male (number)"
43014,"Inbound internationally mobile students from Africa: Students from the United Republic of Tanzania, male (number)"
43015,"Inbound internationally mobile students from Africa: Students from Zambia, male (number)"
43016,"Inbound internationally mobile students from Africa: Students from Zimbabwe, male (number)"
43017,"Inbound internationally mobile students from Africa: Students from unknown countries, male (number)"
43018,"Inbound internationally mobile students from Africa, male (number)"
43019,"Inbound internationally mobile students from North America: Students from Bermuda, male (number)"
43020,"Inbound internationally mobile students from North America: Students from Canada, male (number)"
43021,"Inbound internationally mobile students from North America: Students from the United States, male (number)"
43022,"Inbound internationally mobile students from North America: Students from unknown countries, male (number)"
43023,"Inbound internationally mobile students from North America, male (number)"
43024,"Inbound internationally mobile students from Caribbean and Central America: Students from Anguilla, male (number)"
43025,"Inbound internationally mobile students from Caribbean and Central America: Students from Antigua and Barbuda, male (number)"
43026,"Inbound internationally mobile students from South America: Students from Argentina, male (number)"
43027,"Inbound internationally mobile students from Caribbean and Central America: Students from Aruba, male (number)"
43028,"Inbound internationally mobile students from Caribbean and Central America: Students from Bahamas, male (number)"
43029,"Inbound internationally mobile students from Caribbean and Central America: Students from Barbados, male (number)"
43030,"Inbound internationally mobile students from Caribbean and Central America: Students from Belize, male (number)"
43031,"Inbound internationally mobile students from South America: Students from the Plurinational State of Bolivia, male (number)"
43032,"Inbound internationally mobile students from South America: Students from Brazil, male (number)"
43033,"Inbound internationally mobile students from Caribbean and Central America: Students from the British Virgin Islands, male (number)"
43034,"Inbound internationally mobile students from Caribbean and Central America: Students from the Cayman Islands, male (number)"
43035,"Inbound internationally mobile students from South America: Students from Chile, male (number)"
43036,"Inbound internationally mobile students from South America: Students from Colombia, male (number)"
43037,"Inbound internationally mobile students from Caribbean and Central America: Students from Costa Rica, male (number)"
43038,"Inbound internationally mobile students from Caribbean and Central America: Students from Cuba, male (number)"
43040,"Inbound internationally mobile students from Caribbean and Central America: Students from Dominica, male (number)"
43041,"Inbound internationally mobile students from Caribbean and Central America: Students from Dominican Republic, male (number)"
43042,"Inbound internationally mobile students from South America: Students from Ecuador, male (number)"
43043,"Inbound internationally mobile students from Caribbean and Central America: Students from El Salvador, male (number)"
43044,"Inbound internationally mobile students from Caribbean and Central America: Students from Grenada, male (number)"
43045,"Inbound internationally mobile students from Caribbean and Central America: Students from Guatemala, male (number)"
43046,"Inbound internationally mobile students from South America: Students from Guyana, male (number)"
43047,"Inbound internationally mobile students from Caribbean and Central America: Students from Haiti, male (number)"
43048,"Inbound internationally mobile students from Caribbean and Central America: Students from Honduras, male (number)"
43049,"Inbound internationally mobile students from Caribbean and Central America: Students from Jamaica, male (number)"
43050,"Inbound internationally mobile students from Caribbean and Central America: Students from Mexico, male (number)"
43051,"Inbound internationally mobile students from Caribbean and Central America: Students from Montserrat, male (number)"
43052,"Inbound internationally mobile students from Caribbean and Central America: Students from Nicaragua, male (number)"
43053,"Inbound internationally mobile students from Caribbean and Central America: Students from Panama, male (number)"
43054,"Inbound internationally mobile students from South America: Students from Paraguay, male (number)"
43055,"Inbound internationally mobile students from South America: Students from Peru, male (number)"
43057,"Inbound internationally mobile students from Caribbean and Central America: Students from Saint Kitts and Nevis, male (number)"
43058,"Inbound internationally mobile students from Caribbean and Central America: Students from Saint Lucia, male (number)"
43059,"Inbound internationally mobile students from Caribbean and Central America: Students from Saint Vincent and the Grenadines, male (number)"
